Ensembl ID,Gene,Description,Biotype,log2 FC,T Statistic,p-value,FDR-corrected p-value,DE_Direction,zdb_id,ensembl_new,ncbi_id
ENSDARG00000111583,LO018550.2, ,protein_coding,0.719334583,3.615855517,0.001242592,0.027132452999999997,1,undef,ENSDARG00000111583,undef
ENSDARG00000105123,zer1,"zyg-11 related, cell cycle regulator [Source:ZFIN;Acc:ZDB-GENE-040426-2307]",protein_coding,-0.324504959,-3.615784482,0.001242819,0.027132872000000002,-1,ZDB-GENE-040426-2307,ENSDARG00000105123,405837
ENSDARG00000007216,abce1,"ATP-binding cassette, sub-family E (OABP), member 1 [Source:ZFIN;Acc:ZDB-GENE-040426-1995]",protein_coding,-0.234916359,-3.61010973,0.001261089,0.027380388,-1,ZDB-GENE-040426-1995,ENSDARG00000007216,406324
ENSDARG00000102566,fam102aa,"family with sequence similarity 102, member Aa [Source:ZFIN;Acc:ZDB-GENE-081104-233]",protein_coding,-0.617144935,-3.609596297,0.001262755,0.02740466,-1,ZDB-GENE-081104-233,ENSDARG00000102566,undef
ENSDARG00000032761,pde4d,"phosphodiesterase 4D, cAMP-specific [Source:ZFIN;Acc:ZDB-GENE-081105-16]",protein_coding,0.29844939600000003,3.6052956419999997,0.001276793,0.027606532000000003,1,ZDB-GENE-081105-16,ENSDARG00000032761,undef
ENSDARG00000062449,xpr1a,xenotropic and polytropic retrovirus receptor 1a [Source:ZFIN;Acc:ZDB-GENE-060503-362],protein_coding,-0.24770094,-3.59686295,0.001304761,0.027994223,-1,ZDB-GENE-060503-362,ENSDARG00000062449,100170805
ENSDARG00000110695,CU138529.2, ,protein_coding,-0.5847838329999999,-3.596156517,0.001321017,0.028229411,-1,undef,ENSDARG00000110695,undef
ENSDARG00000096141,zgc:173624,zgc:173624 [Source:ZFIN;Acc:ZDB-GENE-071004-60],protein_coding,1.03939665,3.59187241,0.001321594,0.028234352999999997,1,ZDB-GENE-071004-60,ENSDARG00000096141,794762
ENSDARG00000079024,rps6kl1,ribosomal protein S6 kinase-like 1 [Source:ZFIN;Acc:ZDB-GENE-111020-10],protein_coding,-0.269871767,-3.588230512,0.001334011,0.028410578,-1,ZDB-GENE-111020-10,ENSDARG00000079024,101886230
ENSDARG00000062269,fan1,FANCD2/FANCI-associated nuclease 1 [Source:ZFIN;Acc:ZDB-GENE-030131-6225],protein_coding,0.313710865,3.5786853410000004,0.001367098,0.028855272999999997,1,ZDB-GENE-030131-6225,ENSDARG00000062269,565458
ENSDARG00000098838,sdr42e1,"short chain dehydrogenase/reductase family 42E, member 1 [Source:ZFIN;Acc:ZDB-GENE-051120-63]",protein_coding,0.856431022,3.570611127,0.0013957079999999998,0.029202405,1,ZDB-GENE-051120-63,ENSDARG00000098838,565964
ENSDARG00000103330,si:ch73-236c18.5,si:ch73-236c18.5 [Source:ZFIN;Acc:ZDB-GENE-121213-7],protein_coding,1.622316268,3.570155601,0.00139734,0.02922657,1,ZDB-GENE-121213-7,ENSDARG00000103330,100334029
ENSDARG00000017086,asb12a,ankyrin repeat and SOCS box-containing 12a [Source:ZFIN;Acc:ZDB-GENE-030131-1647],protein_coding,-0.470126153,-3.569447725,0.001399879,0.029264772999999997,-1,ZDB-GENE-030131-1647,ENSDARG00000017086,322927
ENSDARG00000054578,arl6ip1,ADP-ribosylation factor-like 6 interacting protein 1 [Source:ZFIN;Acc:ZDB-GENE-040426-1087],protein_coding,-0.164043876,-3.567436981,0.001407115,0.029350962,-1,ZDB-GENE-040426-1087,ENSDARG00000054578,394087
ENSDARG00000042887,LO017798.1, ,protein_coding,-0.259136506,-3.5596799630000002,0.001435374,0.029747164,-1,undef,ENSDARG00000042887,undef
ENSDARG00000088861,znf1021,zinc finger protein 1021 [Source:ZFIN;Acc:ZDB-GENE-110913-143],protein_coding,0.8045706029999999,3.559587875,0.001435713,0.029750207999999997,1,ZDB-GENE-110913-143,ENSDARG00000088861,undef
ENSDARG00000044327,tmem185,transmembrane protein 185 [Source:ZFIN;Acc:ZDB-GENE-040426-1167],protein_coding,-0.243717346,-3.5594457580000003,0.001436236,0.029752048,-1,ZDB-GENE-040426-1167,ENSDARG00000044327,393409
ENSDARG00000073771,tbc1d12b,"TBC1 domain family, member 12b [Source:ZFIN;Acc:ZDB-GENE-121214-108]",protein_coding,-0.18066813899999998,-3.559515272,0.00143598,0.029752048,-1,ZDB-GENE-121214-108,ENSDARG00000073771,100332088
ENSDARG00000070447,slc39a9,"solute carrier family 39, member 9 [Source:ZFIN;Acc:ZDB-GENE-060314-3]",protein_coding,-0.22030049,-3.558819065,0.001438544,0.029778700000000005,-1,ZDB-GENE-060314-3,ENSDARG00000070447,541413
ENSDARG00000078448,gpr137ba,G protein-coupled receptor 137Ba [Source:ZFIN;Acc:ZDB-GENE-100721-1],protein_coding,0.30369741899999997,3.556433487,0.001447364,0.029892225,1,ZDB-GENE-100721-1,ENSDARG00000078448,100001171
ENSDARG00000061691,qpctla,glutaminyl-peptide cyclotransferase-like a [Source:ZFIN;Acc:ZDB-GENE-030131-1441],protein_coding,-0.34447849799999997,-3.556176523,0.0014483179999999999,0.029896256,-1,ZDB-GENE-030131-1441,ENSDARG00000061691,561142
ENSDARG00000105295,LO017784.1, ,protein_coding,0.258037874,3.5542073089999997,0.001455643,0.029995993999999998,1,undef,ENSDARG00000105295,undef
ENSDARG00000053062,CR628323.2, ,protein_coding,0.9732367059999999,3.549125998,0.001474711,0.030254269,1,undef,ENSDARG00000053062,undef
ENSDARG00000059337,tgif1,TGFB-induced factor homeobox 1 [Source:ZFIN;Acc:ZDB-GENE-030131-475],protein_coding,0.275096671,3.5433588510000003,0.001496648,0.030545967,1,ZDB-GENE-030131-475,ENSDARG00000059337,321756
ENSDARG00000100037,CU929317.1, ,protein_coding,0.846008641,3.5390730980000003,0.001513156,0.030748129,1,undef,ENSDARG00000100037,undef
ENSDARG00000027547,zgc:92789,zgc:92789 [Source:ZFIN;Acc:ZDB-GENE-040718-280],protein_coding,-0.348606161,-3.525830912,0.001565288,0.031393281,-1,ZDB-GENE-040718-280,ENSDARG00000027547,436818
ENSDARG00000102796,si:ch1073-83b15.1,si:ch1073-83b15.1 [Source:ZFIN;Acc:ZDB-GENE-091204-461],protein_coding,0.930627515,3.525514574,0.001566555,0.031399476,1,ZDB-GENE-091204-461,ENSDARG00000102796,undef
ENSDARG00000012899,ddx49,DEAD (Asp-Glu-Ala-Asp) box polypeptide 49 [Source:ZFIN;Acc:ZDB-GENE-031030-3],protein_coding,0.342724704,3.524193617,0.001571854,0.031470842,1,ZDB-GENE-031030-3,ENSDARG00000012899,386632
ENSDARG00000045273,tmem204,transmembrane protein 204 [Source:ZFIN;Acc:ZDB-GENE-040724-12],protein_coding,0.350466455,3.51458499,0.00161093,0.031953461,1,ZDB-GENE-040724-12,ENSDARG00000045273,751647
ENSDARG00000007477,fbxo8,F-box protein 8 [Source:ZFIN;Acc:ZDB-GENE-060421-7091],protein_coding,-0.245172223,-3.512189455,0.001620819,0.032058697000000004,-1,ZDB-GENE-060421-7091,ENSDARG00000007477,678549
ENSDARG00000024324,arhgap1,Rho GTPase activating protein 1 [Source:ZFIN;Acc:ZDB-GENE-050417-305],protein_coding,-0.139432605,-3.5098104130000003,0.0016306970000000002,0.032155781,-1,ZDB-GENE-050417-305,ENSDARG00000024324,550478
ENSDARG00000102975,nsg2,neuronal vesicle trafficking associated 2 [Source:ZFIN;Acc:ZDB-GENE-030131-3694],protein_coding,0.150549002,3.506870552,0.001642985,0.03232276,1,ZDB-GENE-030131-3694,ENSDARG00000102975,324971
ENSDARG00000014794,uqcrc2a,ubiquinol-cytochrome c reductase core protein 2a [Source:ZFIN;Acc:ZDB-GENE-040718-405],protein_coding,-0.302974935,-3.50626307,0.001645536,0.032360729,-1,ZDB-GENE-040718-405,ENSDARG00000014794,436930
ENSDARG00000024651,snrpa1,small nuclear ribonucleoprotein polypeptide A' [Source:ZFIN;Acc:ZDB-GENE-041114-82],protein_coding,-0.448482129,-3.504373217,0.001653495,0.032464434,-1,ZDB-GENE-041114-82,ENSDARG00000024651,492511
ENSDARG00000009447,atp5mc3b,ATP synthase membrane subunit c locus 3b [Source:ZFIN;Acc:ZDB-GENE-020814-1],protein_coding,-0.339883205,-3.501707923,0.001664783,0.032592715,-1,ZDB-GENE-020814-1,ENSDARG00000009447,81541
ENSDARG00000089075,si:ch73-173p19.1,si:ch73-173p19.1 [Source:ZFIN;Acc:ZDB-GENE-130530-952],protein_coding,-0.254683325,-3.500299543,0.001670778,0.032657425,-1,ZDB-GENE-130530-952,ENSDARG00000089075,100332407
ENSDARG00000100725,ephb4a,eph receptor B4a [Source:ZFIN;Acc:ZDB-GENE-990415-62],protein_coding,-0.216057891,-3.496393385,0.001687515,0.032903324,-1,ZDB-GENE-990415-62,ENSDARG00000100725,30688
ENSDARG00000058729,akirin2,akirin 2 [Source:ZFIN;Acc:ZDB-GENE-040426-2944],protein_coding,-0.329029077,-3.4923462560000003,0.001705028,0.033105359,-1,ZDB-GENE-040426-2944,ENSDARG00000058729,406855
ENSDARG00000110888,CR548632.3, ,protein_coding,4.74545423,3.527146733,0.00170745,0.033128798,1,undef,ENSDARG00000110888,undef
ENSDARG00000078111,ap5z1,"adaptor-related protein complex 5, zeta 1 subunit [Source:ZFIN;Acc:ZDB-GENE-120508-2]",protein_coding,-0.45244675799999995,-3.490998349,0.0017109000000000002,0.033176327,-1,ZDB-GENE-120508-2,ENSDARG00000078111,100537934
ENSDARG00000114639,pid1,phosphotyrosine interaction domain containing 1 [Source:ZFIN;Acc:ZDB-GENE-050320-72],protein_coding,1.49706931,3.496008243,0.0017215120000000001,0.033301559,1,ZDB-GENE-050320-72,ENSDARG00000098984,541377
ENSDARG00000042261,cdan1,codanin 1 [Source:ZFIN;Acc:ZDB-GENE-110411-280],protein_coding,-0.469311199,-3.486688713,0.001729806,0.033397447000000004,-1,ZDB-GENE-110411-280,ENSDARG00000042261,565314
ENSDARG00000003769,tada2b,transcriptional adaptor 2B [Source:ZFIN;Acc:ZDB-GENE-050522-557],protein_coding,0.263464374,3.4828928969999997,0.001746626,0.033607205,1,ZDB-GENE-050522-557,ENSDARG00000003769,554156
ENSDARG00000015474,ppp2r5ea,"protein phosphatase 2, regulatory subunit B', epsilon isoform a [Source:ZFIN;Acc:ZDB-GENE-030904-7]",protein_coding,-0.144742061,-3.4826693389999996,0.001747621,0.033623725,-1,ZDB-GENE-030904-7,ENSDARG00000015474,373881
ENSDARG00000102923,senp6a,SUMO1/sentrin specific peptidase 6a [Source:ZFIN;Acc:ZDB-GENE-080204-25],protein_coding,-0.262162646,-3.469755437,0.001806076,0.034328452,-1,ZDB-GENE-080204-25,ENSDARG00000102923,503939
ENSDARG00000063358,micu1,mitochondrial calcium uptake 1 [Source:ZFIN;Acc:ZDB-GENE-070410-22],protein_coding,-0.261158734,-3.468126587,0.0018135820000000002,0.034443207999999996,-1,ZDB-GENE-070410-22,ENSDARG00000063358,561210
ENSDARG00000042933,bloc1s6,"biogenesis of lysosomal organelles complex-1, subunit 6, pallidin [Source:ZFIN;Acc:ZDB-GENE-070112-1862]",protein_coding,0.257808168,3.461150198,0.0018460770000000002,0.034778928,1,ZDB-GENE-070112-1862,ENSDARG00000042933,791215
ENSDARG00000034823,copg2,"coatomer protein complex, subunit gamma 2 [Source:ZFIN;Acc:ZDB-GENE-000208-8]",protein_coding,-0.161139424,-3.455616315,0.001872253,0.035083519,-1,ZDB-GENE-000208-8,ENSDARG00000034823,30187
ENSDARG00000015540,psen2,presenilin 2 [Source:ZFIN;Acc:ZDB-GENE-000330-9],protein_coding,-0.266519893,-3.453064393,0.0018844460000000001,0.035250069,-1,ZDB-GENE-000330-9,ENSDARG00000015540,58026
ENSDARG00000089637,rnaseh2c,"ribonuclease H2, subunit C [Source:ZFIN;Acc:ZDB-GENE-030131-2469]",protein_coding,0.29258621,3.449944849,0.001899455,0.035416121,1,ZDB-GENE-030131-2469,ENSDARG00000089637,100005387
ENSDARG00000069981,cspg5a,chondroitin sulfate proteoglycan 5a [Source:ZFIN;Acc:ZDB-GENE-080425-4],protein_coding,0.167579593,3.4475605939999996,0.001911004,0.035557111,1,ZDB-GENE-080425-4,ENSDARG00000069981,558206
ENSDARG00000069499,spag1b,sperm associated antigen 1b [Source:ZFIN;Acc:ZDB-GENE-061013-512],protein_coding,0.6186663370000001,3.444119622,0.001927793,0.035788068,1,ZDB-GENE-061013-512,ENSDARG00000069499,768178
ENSDARG00000071566,ppp1cab,"protein phosphatase 1, catalytic subunit, alpha isozyme b [Source:ZFIN;Acc:ZDB-GENE-030131-5512]",protein_coding,-0.24759882,-3.4440850889999997,0.001927962,0.035788501,-1,ZDB-GENE-030131-5512,ENSDARG00000071566,327301
ENSDARG00000009724,rpn2,ribophorin II [Source:ZFIN;Acc:ZDB-GENE-030131-7928],protein_coding,-0.212705098,-3.443105848,0.001932766,0.035840815,-1,ZDB-GENE-030131-7928,ENSDARG00000009724,335985
ENSDARG00000094860,gpr186,G protein-coupled receptor 186 [Source:ZFIN;Acc:ZDB-GENE-060503-489],protein_coding,-0.43123319600000004,-3.441940765,0.0019384970000000002,0.035917094,-1,ZDB-GENE-060503-489,ENSDARG00000094860,796164
ENSDARG00000030786,mpi,mannose phosphate isomerase [Source:ZFIN;Acc:ZDB-GENE-050904-6],protein_coding,-0.271814828,-3.439731562,0.001949409,0.036063854,-1,ZDB-GENE-050904-6,ENSDARG00000030786,613246
ENSDARG00000098441,nars2,"asparaginyl-tRNA synthetase 2, mitochondrial [Source:ZFIN;Acc:ZDB-GENE-060929-596]",protein_coding,-0.36272983,-3.435235868,0.0019718,0.036272966000000004,-1,ZDB-GENE-060929-596,ENSDARG00000098441,561673
ENSDARG00000070148,cygb2,cytoglobin 2 [Source:ZFIN;Acc:ZDB-GENE-060920-1],protein_coding,0.224552776,3.431101623,0.001992611,0.036562595,1,ZDB-GENE-060920-1,ENSDARG00000070148,554176
ENSDARG00000004177,fam169ab,"family with sequence similarity 169, member Ab [Source:ZFIN;Acc:ZDB-GENE-091118-95]",protein_coding,0.417477241,3.4303978839999996,0.001996175,0.036600613,1,ZDB-GENE-091118-95,ENSDARG00000004177,undef
ENSDARG00000038784,faim2a,Fas apoptotic inhibitory molecule 2a [Source:ZFIN;Acc:ZDB-GENE-050320-88],protein_coding,-0.332452677,-3.418452462,0.002057615,0.037273135,-1,ZDB-GENE-050320-88,ENSDARG00000038784,541391
ENSDARG00000087474,ccr6a,chemokine (C-C motif) receptor 6a [Source:ZFIN;Acc:ZDB-GENE-040625-126],protein_coding,-0.780997353,-3.417129553,0.002064531,0.037368069,-1,ZDB-GENE-040625-126,ENSDARG00000087474,558616
ENSDARG00000100797,NPNT (1 of many),nephronectin [Source:HGNC Symbol;Acc:HGNC:27405],protein_coding,0.528184836,3.41676448,0.002066443,0.03739441,1,undef,ENSDARG00000100797,undef
ENSDARG00000087779,pum3,pumilio RNA-binding family member 3 [Source:ZFIN;Acc:ZDB-GENE-030131-9808],protein_coding,0.302605024,3.4125064710000004,0.0020888770000000003,0.037647657,1,ZDB-GENE-030131-9808,ENSDARG00000087779,553068
ENSDARG00000105141,FO704635.1, ,protein_coding,-0.8171835129999999,-3.4103588019999997,0.002100281,0.037747836,-1,undef,ENSDARG00000105141,undef
ENSDARG00000003444,dhrs7,dehydrogenase/reductase (SDR family) member 7 [Source:ZFIN;Acc:ZDB-GENE-060825-21],protein_coding,-0.326979037,-3.4036911639999996,0.002136074,0.038150789,-1,ZDB-GENE-060825-21,ENSDARG00000003444,751626
ENSDARG00000031681,atp6v0b,ATPase H+ transporting V0 subunit b [Source:ZFIN;Acc:ZDB-GENE-030131-443],protein_coding,-0.120953961,-3.4037142030000003,0.002135949,0.038150789,-1,ZDB-GENE-030131-443,ENSDARG00000031681,321724
ENSDARG00000025335,nek10,NIMA-related kinase 10 [Source:ZFIN;Acc:ZDB-GENE-130530-570],protein_coding,0.6151308010000001,3.3975437000000004,0.002169596,0.038504105,1,ZDB-GENE-130530-570,ENSDARG00000025335,100333839
ENSDARG00000099652,xpot,"exportin, tRNA (nuclear export receptor for tRNAs) [Source:ZFIN;Acc:ZDB-GENE-041210-4]",protein_coding,-0.19327509,-3.395952845,0.002178354,0.038574602,-1,ZDB-GENE-041210-4,ENSDARG00000099652,558020
ENSDARG00000074906,znf831,zinc finger protein 831 [Source:ZFIN;Acc:ZDB-GENE-081022-210],protein_coding,0.290212846,3.390472492,0.0022087870000000003,0.038867776,1,ZDB-GENE-081022-210,ENSDARG00000074906,100189616
ENSDARG00000089486,cplx3b,complexin 3b [Source:ZFIN;Acc:ZDB-GENE-091204-403],protein_coding,0.271941198,3.3884388760000004,0.002220184,0.039002879,1,ZDB-GENE-091204-403,ENSDARG00000089486,794623
ENSDARG00000108683,FITM1 (1 of many),"Danio rerio fat storage inducing transmembrane protein 1 (LOC792443), mRNA. [Source:RefSeq mRNA;Acc:NM_001351667]",protein_coding,1.6858748280000002,3.387868558,0.00222339,0.039045231,1,undef,ENSDARG00000108683,undef
ENSDARG00000069888,cldna,claudin a [Source:ZFIN;Acc:ZDB-GENE-010328-1],protein_coding,0.478470499,3.386716178,0.0022298829999999998,0.039111662,1,ZDB-GENE-010328-1,ENSDARG00000069888,81580
ENSDARG00000109407,BX470159.1, ,protein_coding,0.89348036,3.3863677080000003,0.002234652,0.039160119,1,undef,ENSDARG00000109407,undef
ENSDARG00000029474,camk1b,calcium/calmodulin-dependent protein kinase Ib [Source:ZFIN;Acc:ZDB-GENE-141014-1],protein_coding,0.19177359800000002,3.385746002,0.0022353629999999998,0.039160197,1,ZDB-GENE-141014-1,ENSDARG00000029474,794026
ENSDARG00000069763,etv5a,ets variant 5a [Source:ZFIN;Acc:ZDB-GENE-030131-9572],protein_coding,-0.253436171,-3.3847988019999997,0.002240727,0.039201412000000005,-1,ZDB-GENE-030131-9572,ENSDARG00000069763,337626
ENSDARG00000060126,acyp1,"acylphosphatase 1, erythrocyte (common) type [Source:ZFIN;Acc:ZDB-GENE-050309-125]",protein_coding,-0.42984731200000004,-3.3817449739999996,0.002258103,0.039376181,-1,ZDB-GENE-050309-125,ENSDARG00000060126,571263
ENSDARG00000092721,si:ch211-67f24.7,si:ch211-67f24.7 [Source:ZFIN;Acc:ZDB-GENE-090313-129],protein_coding,-0.44221711700000005,-3.380045403,0.00226783,0.039484751,-1,ZDB-GENE-090313-129,ENSDARG00000092721,undef
ENSDARG00000071562,mtus1a,microtubule associated tumor suppressor 1a [Source:ZFIN;Acc:ZDB-GENE-061103-409],protein_coding,0.42894796,3.3744227430000002,0.002300299,0.039832937,1,ZDB-GENE-061103-409,ENSDARG00000071562,563853
ENSDARG00000058848,mcoln1b,mucolipin 1b [Source:ZFIN;Acc:ZDB-GENE-130514-1],protein_coding,-0.316451427,-3.373128289,0.002307837,0.039897142999999996,-1,ZDB-GENE-130514-1,ENSDARG00000058848,795916
ENSDARG00000045666,ANKRD50,ankyrin repeat domain 50 [Source:HGNC Symbol;Acc:HGNC:29223],protein_coding,-0.192560178,-3.3716951710000003,0.002316211,0.039992621,-1,undef,ENSDARG00000045666,undef
ENSDARG00000012247,def6a,differentially expressed in FDCP 6a homolog (mouse) [Source:ZFIN;Acc:ZDB-GENE-040426-1246],protein_coding,0.898227282,3.3715702989999996,0.0023169420000000002,0.039998184,1,ZDB-GENE-040426-1246,ENSDARG00000012247,394015
ENSDARG00000060785,pcnxl4,pecanex-like 4 (Drosophila) [Source:ZFIN;Acc:ZDB-GENE-070209-185],protein_coding,-0.325176568,-3.36707454,0.002343411,0.040287883,-1,ZDB-GENE-070209-185,ENSDARG00000060785,563650
ENSDARG00000087916,tmem240a,transmembrane protein 240a [Source:ZFIN;Acc:ZDB-GENE-090313-306],protein_coding,-0.343614056,-3.3668147860000004,0.002344949,0.040301394,-1,ZDB-GENE-090313-306,ENSDARG00000087916,568378
ENSDARG00000088745,zgc:173915,zgc:173915 [Source:ZFIN;Acc:ZDB-GENE-071004-112],protein_coding,0.858433558,3.3610617389999997,0.002379269,0.040620888,1,ZDB-GENE-071004-112,ENSDARG00000088745,100126122
ENSDARG00000061504,kdm4c,lysine (K)-specific demethylase 4C [Source:ZFIN;Acc:ZDB-GENE-070209-38],protein_coding,-0.207730393,-3.3599035880000003,0.002386236,0.040699048,-1,ZDB-GENE-070209-38,ENSDARG00000061504,570194
ENSDARG00000015174,atp6v0a1b,ATPase H+ transporting V0 subunit a1b [Source:ZFIN;Acc:ZDB-GENE-050522-215],protein_coding,-0.14853107699999998,-3.354241014,0.002420588,0.041036763,-1,ZDB-GENE-050522-215,ENSDARG00000015174,553691
ENSDARG00000076070,dlgap2b,"discs, large (Drosophila) homolog-associated protein 2b [Source:ZFIN;Acc:ZDB-GENE-040724-191]",protein_coding,0.512422533,3.362417297,0.0024235470000000003,0.041075578,1,ZDB-GENE-040724-191,ENSDARG00000076070,undef
ENSDARG00000024785,ctnna2,"catenin (cadherin-associated protein), alpha 2 [Source:ZFIN;Acc:ZDB-GENE-060815-3]",protein_coding,-0.139021443,-3.350247762,0.002445099,0.041307195,-1,ZDB-GENE-060815-3,ENSDARG00000024785,567500
ENSDARG00000029415,mtx2,metaxin 2 [Source:ZFIN;Acc:ZDB-GENE-021210-2],protein_coding,-0.24535721100000002,-3.3459466730000003,0.002471769,0.041591447999999996,-1,ZDB-GENE-021210-2,ENSDARG00000029415,286741
ENSDARG00000053753,mff,mitochondrial fission factor [Source:ZFIN;Acc:ZDB-GENE-040426-1510],protein_coding,-0.21155646600000003,-3.3458141660000003,0.002472595,0.041599409,-1,ZDB-GENE-040426-1510,ENSDARG00000053753,393508
ENSDARG00000076667,ccng1,cyclin G1 [Source:ZFIN;Acc:ZDB-GENE-020322-1],protein_coding,-0.206570141,-3.334734552,0.00254262,0.042301833,-1,ZDB-GENE-020322-1,ENSDARG00000076667,171473
ENSDARG00000078060,syt7b,synaptotagmin VIIb [Source:ZFIN;Acc:ZDB-GENE-090601-6],protein_coding,0.333377194,3.333171943,0.002552649,0.04242266099999999,1,ZDB-GENE-090601-6,ENSDARG00000078060,100334336
ENSDARG00000040741,kcnab1b,"potassium voltage-gated channel, shaker-related subfamily, beta member 1 b [Source:ZFIN;Acc:ZDB-GENE-070912-690]",protein_coding,0.27831115300000003,3.3321963269999997,0.00255893,0.042486755999999994,1,ZDB-GENE-070912-690,ENSDARG00000040741,555922
ENSDARG00000076754,slc9a7,"solute carrier family 9, subfamily A (NHE7, cation proton antiporter 7), member 7 [Source:ZFIN;Acc:ZDB-GENE-050913-8]",protein_coding,-0.25373299899999996,-3.328922187,0.0025801179999999997,0.042682432,-1,ZDB-GENE-050913-8,ENSDARG00000076754,554532
ENSDARG00000109686,si:ch211-59p23.1,si:ch211-59p23.1 [Source:ZFIN;Acc:ZDB-GENE-160113-50],protein_coding,0.295372814,3.3217518389999996,0.002627113,0.043154860999999996,1,ZDB-GENE-160113-50,ENSDARG00000109686,100535402
ENSDARG00000078688,frs3,fibroblast growth factor receptor substrate 3 [Source:ZFIN;Acc:ZDB-GENE-131121-119],protein_coding,0.232658805,3.32103756,0.0026318390000000004,0.043170482,1,ZDB-GENE-131121-119,ENSDARG00000078688,100330147
ENSDARG00000020621,ap1b1,"adaptor-related protein complex 1, beta 1 subunit [Source:ZFIN;Acc:ZDB-GENE-061025-1]",protein_coding,-0.188703915,-3.320486018,0.002635495,0.043203579000000006,-1,ZDB-GENE-061025-1,ENSDARG00000020621,562166
ENSDARG00000039185,nfyba,"nuclear transcription factor Y, beta a [Source:ZFIN;Acc:ZDB-GENE-050417-13]",protein_coding,-0.240635072,-3.31935888,0.00264298,0.043290527,-1,ZDB-GENE-050417-13,ENSDARG00000039185,550227
ENSDARG00000104826,pcdh1gc5,protocadherin 1 gamma c 5 [Source:ZFIN;Acc:ZDB-GENE-041118-16],protein_coding,0.356309879,3.3190360560000003,0.002666587,0.043533290999999995,1,ZDB-GENE-041118-16,ENSDARG00000104826,503571
ENSDARG00000068587,rabggtb,"Rab geranylgeranyltransferase, beta subunit [Source:ZFIN;Acc:ZDB-GENE-040426-2116]",protein_coding,-0.231775578,-3.314700647,0.002674133,0.043634762,-1,ZDB-GENE-040426-2116,ENSDARG00000068587,406386
ENSDARG00000035871,rpl30,ribosomal protein L30 [Source:ZFIN;Acc:ZDB-GENE-030131-8657],protein_coding,-0.282070599,-3.308609588,0.002715403,0.04404795,-1,ZDB-GENE-030131-8657,ENSDARG00000035871,336713
ENSDARG00000019496,esd,esterase D/formylglutathione hydrolase [Source:ZFIN;Acc:ZDB-GENE-050417-328],protein_coding,-0.266553184,-3.304181452,0.002745792,0.04432942,-1,ZDB-GENE-050417-328,ENSDARG00000019496,550494
ENSDARG00000038422,entpd4,ectonucleoside triphosphate diphosphohydrolase 4 [Source:ZFIN;Acc:ZDB-GENE-040718-116],protein_coding,-0.21703023899999999,-3.3007118319999997,0.0027698320000000003,0.044562129000000006,-1,ZDB-GENE-040718-116,ENSDARG00000038422,436692
ENSDARG00000074869,si:ch1073-291c23.2,si:ch1073-291c23.2 [Source:ZFIN;Acc:ZDB-GENE-081107-2],protein_coding,0.242459277,3.300495484,0.002771338,0.044571741,1,ZDB-GENE-081107-2,ENSDARG00000074869,undef
ENSDARG00000113771,GRIK2,glutamate ionotropic receptor kainate type subunit 2 [Source:HGNC Symbol;Acc:HGNC:4580],protein_coding,0.21856463399999998,3.299439516,0.002778698,0.044643300999999996,1,undef,ENSDARG00000113771,undef
ENSDARG00000056672,abcb8,"ATP-binding cassette, sub-family B (MDR/TAP), member 8 [Source:ZFIN;Acc:ZDB-GENE-050410-6]",protein_coding,-0.244669695,-3.298153974,0.0027876840000000003,0.044720293,-1,ZDB-GENE-050410-6,ENSDARG00000056672,548340
ENSDARG00000110690,CR792423.2, ,protein_coding,0.49400834600000004,3.297189033,0.0027944479999999997,0.044787832,1,undef,ENSDARG00000110690,undef
ENSDARG00000007745,uqcrfs1,"ubiquinol-cytochrome c reductase, Rieske iron-sulfur polypeptide 1 [Source:ZFIN;Acc:ZDB-GENE-040426-2060]",protein_coding,-0.172819,-3.2934471039999997,0.002820826,0.045081042,-1,ZDB-GENE-040426-2060,ENSDARG00000007745,406359
ENSDARG00000073757,pdzrn3a,PDZ domain containing RING finger 3a [Source:ZFIN;Acc:ZDB-GENE-090313-307],protein_coding,0.509508153,3.289560401,0.0028527879999999998,0.04541436099999999,1,ZDB-GENE-090313-307,ENSDARG00000073757,undef
ENSDARG00000019897,gpat4,glycerol-3-phosphate acyltransferase 4 [Source:ZFIN;Acc:ZDB-GENE-060421-5102],protein_coding,-0.200100803,-3.28561164,0.002876842,0.045640342,-1,ZDB-GENE-060421-5102,ENSDARG00000019897,678522
ENSDARG00000060257,zranb1a,"zinc finger, RAN-binding domain containing 1a [Source:ZFIN;Acc:ZDB-GENE-100212-3]",protein_coding,-0.32649879800000003,-3.2852333469999997,0.002879574,0.045677688,-1,ZDB-GENE-100212-3,ENSDARG00000060257,334230
ENSDARG00000004680,dnajb6a,"DnaJ (Hsp40) homolog, subfamily B, member 6a [Source:ZFIN;Acc:ZDB-GENE-040718-45]",protein_coding,-0.25121841300000003,-3.284576992,0.002884319,0.045717569000000007,-1,ZDB-GENE-040718-45,ENSDARG00000004680,436626
ENSDARG00000038030,rbx1,"ring-box 1, E3 ubiquitin protein ligase [Source:ZFIN;Acc:ZDB-GENE-041008-106]",protein_coding,-0.29979141600000003,-3.282210848,0.002901487,0.045859345999999995,-1,ZDB-GENE-041008-106,ENSDARG00000038030,449846
